ONS,PV-Leistung an ONS,Installierte Trafoleistung,Übrige Trafokapazität,"Übrige Trafokapazität bei Gleichzeitigkeitsfaktor 0,7",Umspannwerk,X-Koordinate,Y-Koordinate,Breitengrad,Längengrad
01TS0055,75.68079999999999,1000.0,924.3192,947.02344,UW_BHOXX,514418.59,5446221.51,9.19779875646496,49.16863742905842
05TS0025,376.60000000000014,630.0,253.39999999999986,366.37999999999994,UW_GROGH,509071.09,5443054.31,9.124368958548219,49.140249694729
07TS0022,276.11,630.0,353.89,436.723,UW_GROGH,515813.91,5439180.52,9.216663824101,49.105266975624744
01TS0572,303.122,630.0,326.878,417.81460000000004,UW_BHOXX,508047.92,5448011.24,9.110439949993747,49.1848532488013
01TS0042,116.52625000000003,400.0,283.47375,318.431625,UW_SONHN,516163.8,5441613.38,9.221555019698513,49.12714234830904
01TS0183,78.15625000000001,800.0,721.84375,745.290625,UW_SONHN,516103.97,5441385.13,9.22072583083433,49.12509072994269
01TS0271,107.26124999999999,1000.0,892.73875,924.917125,UW_SONHN,516075.81,5441790.6,9.220356026413949,49.12873881219538
01TS0828,82.26125,630.0,547.73875,572.4171249999999,UW_SONHN,516066.81,5441456.08,9.220219334943451,49.12572992286223
03TS0013,336.655,630.0,293.345,394.3415,UW_LASTD,514464.82,5432366.93,9.197936614288833,49.04400890616599
01TS0236,252.985,500.0,247.015,322.9105,UW_BOEKI,513858.96,5442883.63,9.190006751220784,49.13862500349789
01TS0528,227.24999999999997,250.0,22.75000000000003,90.92500000000004,UW_SONHN,512776.01,5440024.55,9.175068986154308,49.11292997762041
02TS0014,29.7,160.0,130.3,139.21,UW_LAUFN,509526.67,5435461.8,9.130436021522854,49.071944928765895
01TS0441,107.79500000000002,630.0,522.2049999999999,554.5435,UW_BADHN,515165.28,5443134.58,9.207925761641608,49.14085152290079
01TS0063,32.14,315.0,282.86,292.502,UW_SONHN,515934.54,5441728.36,9.218417151010469,49.12818262109817
01TS0510,3.416,250.0,246.584,247.6088,UW_SWPXX,515744.05,5445193.06,9.215941473864484,49.159353641864385
02TS0011,236.89000000000004,400.0,163.10999999999996,234.177,UW_LAUFN,509844.68,5434932.01,9.134777205931552,49.06717420956327
03TS3017,19.96,,,,,,,,
03TS0028,468.46,630.0,161.54000000000002,302.07800000000003,UW_LASTD,514062.5,5433191.43,9.192459922889427,49.051434999321145
07TS0019,185.339,630.0,444.661,500.2627,UW_UGRBH,515930.56,5438423.73,9.218232163202284,49.09845634267789
01TS0654,320.8250000000001,400.0,79.1749999999999,175.42249999999996,UW_BOEKI,510984.59,5441249.91,9.150554707758305,49.123987195494855
01TS0587,156.84,630.0,473.15999999999997,520.212,UW_BHOXX,510900.41,5448555.48,9.149598720249429,49.189704781668524
01TS0147,205.075,630.0,424.925,486.4475,UW_ROMER,513469.58,5444406.88,9.184719294812831,49.1523358193354
01TS0546,216.75999999999996,400.0,183.24000000000004,248.26800000000003,UW_ROMER,512413.05,5445609.9,9.17026740033022,49.16317964954086
01TS0640,239.48000000000002,400.0,160.51999999999998,232.364,UW_BHOXX,510058.15,5449168.93,9.13805481982762,49.195237335667
06TS0040,58.864999999999995,630.0,571.135,588.7945,UW_UGRBH,523554.8,5437376.7,9.322613857233671,49.08879327571834
06TS0014,123.72499999999998,400.0,276.27500000000003,313.39250000000004,UW_UGRBH,520733.74,5437078.81,9.283960993579488,49.08621516297902
06TS0041,152.905,630.0,477.095,522.9665,UW_UGRBH,520169.77,5437178.91,9.276242176840713,49.08713434207765
01TS0708,337.5199999999999,630.0,292.4800000000001,393.7360000000001,UW_SONHN,512412.42,5440500.86,9.17010140462915,49.117222022600416
02TS0056,257.18,400.0,142.82,219.97400000000002,UW_LASTD,512318.97,5435790.07,9.16867711493355,49.07484833466975
02TS0057,126.14,400.0,273.86,311.702,UW_LASTD,513385.35,5435365.5,9.183264365866297,49.07100687284925
07TS0007,461.4799999999999,400.0,-61.479999999999905,76.96400000000011,UW_UGRBH,515735.31,5438090.79,9.215544492162318,49.095466439266794
01TS0710,227.01,630.0,402.99,471.093,UW_BHOXX,510713.97,5449281.44,9.147059357007336,49.196238284402774
02TS0048,479.20200000000017,800.0,320.79799999999983,464.5585999999999,UW_LAUFN,510264.1,5434872.38,9.140517686139168,49.066630961118705
01TS0127,197.33800000000005,400.0,202.66199999999995,261.86339999999996,UW_KETER,517292.23,5442139.45,9.23704468171259,49.13184380866051
03TS0004,301.235,1260.0,958.765,1049.1355,UW_LASTD,513820.2,5432655.93,9.189125543567684,49.04662339631741
06TS0003,46.59,630.0,583.41,597.387,UW_UGRBH,519804.86,5437998.17,9.27128463319613,49.09451574335811
02TS0085,137.93,630.0,492.07,533.449,UW_LAUFN,510732.0,5436034.0,9.146954130534919,49.07707230790319
08TS0017,284.632,400.0,115.368,200.7576,UW_GROGH,513848.04,5436812.07,9.189648744441707,49.08400918289938
08TS0020,218.03,315.0,96.97,162.37900000000002,UW_UGRBH,514679.66,5436944.15,9.201042495347721,49.085178025770055
01TS0648,447.829,400.0,-47.82900000000001,86.5197,UW_SONHN,512133.52,5440207.13,9.166270508643322,49.114585372627374
04TS0035,279.88,630.0,350.12,434.084,UW_LAUFN,509842.18,5431029.78,9.1346481575942,49.03207168527358
01TS0075,221.75,630.0,408.25,474.775,UW_KETER,516850.5,5441938.03,9.230981010471197,49.13004424056473
01TS0186,191.3273333333333,400.0,208.6726666666667,266.0708666666667,UW_KETER,518339.16,5442928.11,9.251431905025415,49.138907700093846
01TS0187,142.1033333333333,630.0,487.8966666666667,530.5276666666667,UW_KETER,518848.4,5442470.29,9.25839216039137,49.13477405282281
01TS0886,142.1033333333333,630.0,487.8966666666667,530.5276666666667,UW_KETER,518822.0,5442714.0,9.258041626749744,49.1369671097574
01TS0567,158.055,400.0,241.945,289.3615,UW_BHOXX,507655.35,5447811.0,9.105048989559238,49.18305705310454
06TS0042,114.68600000000002,630.0,515.314,549.7198,UW_UGRBH,520169.77,5437178.91,9.276242176840713,49.08713434207765
01TS0531,230.60000000000005,400.0,169.39999999999995,238.57999999999998,UW_SONHN,512718.76,5440319.26,9.174293783754578,49.11558219768873
08TS8022,45.290000000000006,,,,,,,,
05TS0002,217.46,630.0,412.53999999999996,477.778,UW_GROGH,509328.73,5443250.61,9.127905860488399,49.14201162768714
02TS0083,203.96000000000004,630.0,426.03999999999996,487.22799999999995,UW_LAUFN,510638.46,5434835.41,9.145641764228793,49.06629204493442
01TS0719,143.616,400.0,256.384,299.4688,UW_BHOXX,510419.07,5448999.44,9.143004276716145,49.19370669745794
01TS0684,56.25,250.0,193.75,210.625,UW_BHOXX,507711.36,5448451.95,9.105829869316748,49.18882189535626
02TS0020,49.68000000000001,400.0,350.32,365.224,UW_LASTD,511897.45,5435965.44,9.162910648989136,49.07643415877202
03TS0016,300.0330000000001,800.0,499.9669999999999,589.9769,UW_LASTD,513620.94,5433131.1,9.186414720572483,49.05090222075807
05TS0044,173.27500000000003,630.0,456.72499999999997,508.7075,UW_GROGH,507598.29,5443850.27,9.104191218301393,49.147429638575616
04TS0031,82.5,630.0,547.5,572.25,UW_LASTD,510599.02,5432543.04,9.145041819660776,49.04567171072162
01TS0417,129.3275,400.0,270.6725,309.47075,UW_KETER,516955.04,5443902.24,9.232496627259634,49.147710071969605
01TS0467,185.4675,400.0,214.5325,270.17275,UW_KETER,517419.53,5443987.13,9.238869577495846,49.14846068338565
01TS0253,97.1703333333333,400.0,302.8296666666667,331.9807666666667,UW_BOEKI,514049.26,5443408.02,9.192634035855797,49.143337749533885
01TS0040,161.15416666666667,400.0,238.84583333333333,287.19208333333336,UW_KETER,517931.08,5442357.04,9.245811734874566,49.13378279015152
01TS0087,248.98416666666677,630.0,381.01583333333326,455.71108333333325,UW_KETER,517951.73,5442802.36,9.246114648154522,49.13778798336977
01TS0631,155.66916666666665,400.0,244.33083333333335,291.03158333333334,UW_KETER,518120.53,5442584.31,9.24841903759799,49.1358215983978
01TS0632,132.3891666666667,250.0,117.61083333333329,157.3275833333333,UW_KETER,518163.76,5442384.01,9.24900265811764,49.134018559169
01TS0670,118.31916666666673,400.0,281.6808333333333,317.17658333333327,UW_KETER,517748.03,5442962.72,9.243329049573704,49.13923639149962
01TS0671,186.73916666666668,400.0,213.26083333333332,269.2825833333333,UW_KETER,517644.92,5442273.49,9.241885234563265,49.13303951547963
01TS0783,35.44,400.0,364.56,375.192,UW_BOEKI,513133.85,5442710.64,9.180059887716828,49.137084828050796
01TS0575,55.33,400.0,344.67,361.269,UW_BHOXX,510907.55,5449024.84,9.149709449861204,49.19392668183427
01TS0165,178.995,,,,,,,,
